,source_firm,target_num,citation_count,application_date
2801,VerizonPatentandLicensingInc.,US9754496B2,4,2021
2802,VerizonPatentandLicensingInc.,US9754496B2,4,2020
2803,THALES,US9754496B2,1,2012
2804,BOMBARDIERINC.,US9540117B2,1,2018
2805,THALES,US9540117B2,1,2016
2806,"RockwellCollins,Inc.",US9733349B1,1,2016
2807,KittyHawkCorporation,US9733349B1,1,2018
2808,KittyHawkCorporation,US9733349B1,1,2016
2809,ASTRONAUTICSCORPORATIONOFAMERICA,US2016-0027310A1,1,2016
2810,HONEYWELLINTERNATIONALINC.,US9704405B2,1,2018
2811,"RockwellCollins,Inc.",US9704405B2,1,2014
2812,KittyHawkCorporation,US9856016B2,1,2020
2813,"SZDJITECHNOLOGYCO.,LTD.",US9856016B2,1,2018
2814,"TEALDRONES,INC.",US9856016B2,1,2018
2815,HONEYWELLINTERNATIONALINC.,US9280903B2,1,2017
2816,"RockwellCollins,Inc.",US9355564B1,4,2020
2817,BAESYSTEMSINFORMATIONANDELECTRONICSYSTEMSINTEGRATIONINC.,US9355564B1,1,2018
2818,GeneralElectricCompany,US9355564B1,1,2017
2819,"GEAVIATIONSYSTEMS,LLC",US9026275B1,1,2018
2820,THALES,US9026275B1,1,2017
2821,TheBoeingCompany,US9026275B1,1,2016
2822,INTELCORPORATION,US9527587B2,1,2016
2823,SAFRANELECTRONICS&DEFENSE,US9527587B2,1,2017
2824,IntelCorporation,US9527587B2,1,2017
2825,HONEYWELLINTERNATIONALINC.,US9567099B2,4,2021
2826,HONEYWELLINTERNATIONALINC.,US9567099B2,2,2019
2827,XDevelopmentLLC,US9567099B2,3,2017
2828,"RockwellCollins,Inc.",US9807670B2,4,2020
2829,"RockwellCollins,Inc.",US8886459B2,1,2016
2830,ArchonTechnologiesS.R.L.,US9102406B2,4,2021
2831,INTERNATIONALBUSINESSMACHINESCORPORATION,US9102406B2,4,2018
2832,COLUMBIADLAUNCHSERVICESINC.,US9102406B2,1,2019
2833,VerityStudiosAG,US9102406B2,1,2020
2834,SPACEDATACORPORATION,US9102406B2,1,2020
2835,SPACEDATACORPORATION,US9102406B2,3,2018
2836,VerityStudiosAG,US9102406B2,1,2018
2837,INTERNATIONALBUSINESSMACHINESCORPORATION,US9102406B2,1,2016
2838,"PRODRONECO.,LTD.",US9102406B2,1,2016
2839,AuroraFlightSciencesCorporation,US9070283B2,1,2019
2840,AuroraFlightSciencesCorporation,US9070283B2,1,2018
2841,AuroraFlightSciencesCorporation,US9070283B2,2,2017
2842,HoneywellInternationalInc.,US9567097B2,1,2016
2843,"AUTELROBOTICSCO.,LTD.",US9257048B1,1,2017
2844,SUBARUCORPORATION,US9257048B1,1,2018
2845,FederalExpressCorporation,US9182484B2,4,2020
2846,HONEYWELLINTERNATIONALINC.,US9346557B2,1,2018
2847,GEAviationSystemsLLC,US9171473B1,4,2020
2848,ViasatInc.,US9171473B1,1,2020
2849,SeanPatrickSuiter,US9171473B1,1,2016
2850,RichardAndrewKruse,US9171473B1,1,2016
2851,"Viasat,Inc.",US9171473B1,1,2019
2852,"ViaSat,Inc.",US9171473B1,1,2017
2853,"AUTELROBOTICSCO.,LTD.",US9747480B2,4,2020
2854,FlexForceEnterprisesInc.,US9747480B2,4,2021
2855,InternationalBusinessMachinesCorporation,US9747480B2,1,2017
2856,HamiltonSundstrandCorporation,US8755956B2,1,2018
2857,TheBoeingCompany,US8755956B2,1,2017
2858,Parker-HannifinCorporation,US8755956B2,1,2017
2859,AirbusSAS,US2014-0129058A1,1,2017
2860,SikorskyAircraftCorporation,US2014-0129058A1,1,2017
2861,"NEAREARTHAUTONOMY,INC.",US9478141B2,1,2016
2862,HONEYWELLINTERNATIONALINC.,US2013-0345905A1,1,2018
2863,"MITSUBISHIHEAVYINDUSTRIES,LTD.",US2013-0345905A1,1,2016
2864,BAESystemsplc,US8543264B1,2,2016
2865,"GarminInternational,Inc.",US8292234B2,1,2018
2866,HONEYWELLINTERNATIONALINC.,US2012-0053760A1,1,2017
2867,WilliamM.Fisher,US9233761B2,4,2021
2868,THALES,US9233761B2,1,2019
2869,HONEYWELLINTERNATIONALINC.,US2012-0265374A1,4,2020
2870,AirbusOperations(S.A.S.),US2012-0265374A1,1,2019
2871,TheBoeingCompany,US2012-0265374A1,1,2014
2872,ROLLS-ROYCECORPORATION,US8811616B2,1,2017
2873,BAESYSTEMSplc,US8087616B2,1,2020
2874,BAESYSTEMSplc,US8087616B2,1,2016
2875,AirbusOperationsGmbH,US9602187B2,1,2019
2876,YamaseeLtd.,US8629788B1,1,2019
2877,TheBoeingCompany,US8532844B2,8,2019
2878,"RockwellCollins,Inc.",US8532844B2,1,2020
2879,NokiaTechnologiesOy,US8532844B2,1,2018
2880,HiltonGoldstein,US8532844B2,1,2017
2881,CSERIESAIRCRAFTLIMITEDPARTNERSHIP,US8532844B2,1,2012
2882,BOMBARDIERINC.,US8532844B2,1,2012
2883,HONEYWELLINTERNATIONALINC.,US8532844B2,1,2017
2884,TheBoeingCompany,US8532844B2,1,2012
2885,HONEYWELLINTERNATIONALINC.,US9520066B2,4,2020
2886,AutonomousControlSystemsLaboratoryLtd.,US9520066B2,1,2017
2887,HONEYWELLINTERNATIONALINC.,US9520066B2,1,2017
2888,Thales,US9520066B2,1,2010
2889,AirbusOperationsGmbH,US8190727B2,1,2019
2890,RaytheonCompany,US8234068B1,1,2019
2891,Airbus(S.A.S.),US8356776B2,4,2021
2892,AirbusOperations(S.A.S.),US8356776B2,4,2021
2893,THALES,US8356776B2,1,2013
2894,SIKORSKYAIRCRAFTCORPORATION,US8457889B2,1,2016
2895,THEBOEINGCOMPANY,US8035547B1,1,2018
2896,THEBOEINGCOMPANY,US8035547B1,3,2016
2897,HenryLlewellynBeaufrere,US9671788B2,1,2012
2898,HONEYWELLINTERNATIONALINC.,US8164485B2,1,2017
2899,"AeroVironment,Inc.",US2011-0184593A1,1,2019
2900,Irfan-ur-rabUsman,US8157205B2,4,2021
2901,BAESystemsplc,US8157205B2,4,2019
2902,"VitaInclinataTechnologies,Inc.",US8157205B2,4,2021
2903,LOONLLC,US8157205B2,3,2020
2904,LoonLLC,US8157205B2,2,2017
2905,KittyHawkCorporation,US8157205B2,1,2018
2906,HoneywellInternationalInc.,US8157205B2,1,2020
2907,GulfstreamAerospaceCorporation,US8157205B2,1,2016
2908,MacTaggartScott(Holdings)Limited,US8157205B2,1,2019
2909,"Facebook,Inc.",US8157205B2,1,2018
2910,TheBoeingCompany,US8157205B2,1,2014
2911,"AmazonTechnologies,Inc.",US8157205B2,1,2016
2912,SafranAircraftEngines,US8157205B2,1,2016
2913,HONEYWELLINTERNATIONALINC.,US8157205B2,1,2017
2914,SikorskyAircraftCorporation,US8157205B2,1,2015
2915,HoneywellInternationalInc.,US8157205B2,2,2016
2916,XDevelopmentLLC,US8157205B2,1,2015
2917,"RideBest,LLC",US8157205B2,1,2011
2918,HONEYWELLINTERNATIONALINC.,US7689328B2,1,2015
2919,HONEYWELLINTERNATIONALINC.,US8521340B2,4,2020
2920,GulfstreamAerospaceCorporation,US8521340B2,4,2021
2921,HONEYWELLINTERNATIONALINC.,US8521340B2,1,2017
2922,RosemountAerospaceInc.,US7295135B2,3,2018
2923,GulfstreamAerospaceCorporation,US7295135B2,1,2019
2924,"RockwellCollins,Inc.",US8027758B2,4,2020
2925,PRATT&WHITNEYCANADACORP.,US7908042B2,4,2018
2926,GEAVIATIONSYSTEMSLLC,US7908042B2,4,2020
2927,KittyHawkCorporation,US7908042B2,4,2020
2928,TheBoeingCompany,US7908042B2,1,2020
2929,KittyHawkCorporation,US7908042B2,1,2019
2930,PRATT&WHITNEYCANADACORP.,US7908042B2,1,2020
2931,HoneywellInternationalInc.,US7908042B2,1,2018
2932,THEBOEINGCOMPANY,US7908042B2,1,2017
2933,"GUANGZHOUXAIRCRAFTTECHNOLOGYCO.,LTD",US2007-0018052A1,1,2017
2934,"WalmartApollo,LLC",US7167782B2,1,2019
2935,"WalmartApollo,LLC",US7167782B2,1,2018
2936,UAVIONIXCORPORATION,US7006032B2,1,2018
2937,LogiCom&WirelessLtd.,US7006032B2,1,2019
2938,AirbusOperations(S.A.S.),US7006032B2,1,2019
2939,AirbusOperations(S.A.S.),US7006032B2,1,2018
2940,RosemountAerospaceInc.,US7006032B2,1,2017
2941,SURVICEEngineeringCompany,US7127334B2,1,2018
2942,"SATCOMDIRECT,INC.",US6965816B2,4,2018
2943,EatonIntelligentPowerLimited,US6965816B2,4,2018
2944,"B/EAerospace,Inc.",US6965816B2,1,2019
2945,THEBOEINGCOMPANY,US6965816B2,1,2018
2946,Rolls-RoyceCorporation,US6965816B2,1,2018
2947,"Rolls-RoyceNorthAmericanTechnologies,Inc.",US6965816B2,1,2018
2948,"SZDJITECHNOLOGYCO.,LTD.",US6965816B2,1,2019
2949,TheBoeingCompany,US6965816B2,2,2018
2950,SAFRANAIRCRAFTENGINES,US6965816B2,1,2018
2951,JEFFREYA.MATOS,US6965816B2,1,2018
2952,"RockwellCollins,Inc.",US6965816B2,1,2017
2953,JosephBekanich,US6965816B2,1,2018
2954,JEFFREYA.MATOS,US6965816B2,1,2014
2955,"SZDJITECHNOLOGYCO.,LTD.",US6965816B2,1,2017
2956,TheBoeingCompany,US6965816B2,1,2017
2957,SikorskyAircraftCorporation,US6629023B1,1,2017
2958,SikorskyAircraftCorporation,US6629023B1,1,2016
2959,HONEYWELLINTERNATIONALINC.,US6501392B2,4,2020
2960,"RockwellCollins,Inc.",US6501392B2,4,2019
2961,"ROCKWELLCOLLINS,INC.",US6501392B2,1,2016
2962,HONEYWELLINTERNATIONALINC.,US6501392B2,1,2017
2963,HARRISCORPORATION,US6148179A,2,2020
2964,HARRISCORPORATION,US6148179A,2,2018
2965,BOMBARDIERINC.,US5974349A,1,2019
2966,TheBoeingCompany,US6278965B1,1,2019
2967,GEAviationSystemsLLC,US6278965B1,1,2018
2968,CirrusDesignCorporationd/b/aCirrusAircraft,US6181990B1,4,2020
2969,"CHENGDUQINCHUANIOTTECHNOLOGYCO.,LTD.",US11473913B2,4,2022
2970,ArchitectureTechnologyCorporation,CN105527971B,4,2019
2971,EUROCOPTER,US11649059B2,1,2013
2972,KittyHawkCorporation,US10845823B2,1,2018
2973,"AmazonTechnologies,Inc.",US11294397B2,4,2020
2974,"BETAAIR,LLC",US11254219B2,4,2022
2975,"BETAAIR,LLC",US11254219B2,4,2021
2976,SarcosCorp.,US10514711B2,3,2018
2977,"TheGovernmentoftheUnitedStatesofAmerica,asrepresentedbytheSecretaryoftheNavy",US10514711B2,1,2018
2978,"SZDJITECHNOLOGYCO.,LTD.",US10514711B2,2,2018
2979,"Insitu,Inc.",US10514711B2,1,2016
2980,"HangzhouZeroZeroTechnologyCo.,Ltd.",US10514711B2,1,2017
2981,"BETAAIR,LLC",US11001384B2,4,2021
2982,"AmazonTechnologies,Inc.",US10737798B2,1,2017
2983,KittyHawkCorporation,US10737798B2,1,2016
2984,"Ampaire,Inc.",US2019-0291862A1,4,2020
2985,QUALCOMMIncorporated,US9310221B1,4,2021
2986,IntelCorporation,US9310221B1,1,2020
2987,"Insitu,Inc.,asubsidiaryoftheBoeingCompany",US9310221B1,1,2018
2988,"SZDJITECHNOLOGYCO.,LTD.",US9310221B1,1,2020
2989,ErnestoMartinez,US9310221B1,1,2017
2990,QUALCOMMIncorporated,US9310221B1,1,2017
2991,"Rakuten,Inc.",US9902491B2,4,2018
2992,IDEAFORGETECHNOLOGYPVT.LTD,US9902491B2,1,2018
2993,"AmazonTechnologies,Inc.",US9902491B2,1,2014
2994,GeneralElectricCompany,US9435267B2,1,2018
2995,GeneralElectricCompany,US9435267B2,1,2017
2996,GeneralElectricCompany,US9481473B2,1,2016
2997,HamiltonSundstrandCorporation,US9481473B2,1,2018
2998,Rolls-RoyceCorporation,US9481473B2,1,2018
2999,GoodrichActuationSystemsSAS,US8888036B2,1,2019
3000,AIRBUSHELICOPTERS,US8888036B2,1,2016
3001,AIRBUSHELICOPTERS,US8888036B2,1,2017
3002,EUROCOPTER,US8888036B2,1,2012
3003,RatierFigeac,US8888036B2,1,2010
3004,HamiltonSundstrandCorporation,US8888036B2,1,2011
3005,HAPSMobileInc.,US7789339B2,4,2021
3006,LockheedMartinCorporation,US7789339B2,1,2018
3007,INTERNATIONALBUSINESSMACHINESCORPORATION,US7789339B2,1,2016
3008,BOMBARDIERINC.,US4767083A,1,2019
3009,"JETOPTERA,INC.",US4767083A,1,2016
3010,TheBoeingCompany,US4767083A,1,2011
3011,"BETAAIR,LLC",US11524797B2,4,2020
3012,"SUZHOUXINGZHENINTELLIGENTTECHNOLOGYCO.,LTD.",US2021-0354825A1,1,2019
3013,BellHelicopterTextronInc.,US11008102B2,8,2018
3014,"ModernTechnologySolutions,Inc.",US11008102B2,4,2020
3015,MarinusBenBosma,US11008102B2,1,2017
3016,"HUNTERDEFENSETECHNOLOGIES,INC.",US11008102B2,1,2013
3017,ZSMHOLDINGSLLC,US10246189B2,8,2021
3018,"ModernTechnologySolutions,Inc.",US10246189B2,1,2020
3019,OleksandrVolodymyrovychSTEPURA,US10988257B2,4,2022
3020,MykolaMykolaiovychTOPTUN,US10988257B2,4,2022
3021,HoodTechnologyCorporation,US10988257B2,1,2020
3022,AAICorporation,US10266267B2,1,2019
3023,HoodTechnologyCorporation,US8944373B2,1,2018
3024,"FortemTechnologies,Inc.",US8991793B1,4,2021
3025,"FortemTechnologies,Inc.",US8991793B1,1,2018
3026,"AmazonTechnologies,Ine.",US9010683B2,4,2020
3027,"AmazonTechnologies,Inc.",US9010683B2,8,2020
3028,JamesPITMAN,US8231083B2,4,2019
3029,LockheedMartinCorporation,US8231083B2,2,2017
3030,YikHeiSIA,US8517306B2,1,2020
3031,"AdvancedAerospaceTechnologies,Inc.",US8517306B2,1,2013
3032,TheUnitedStatasofAmerica.asrepresentedbytheSecretaryoftheNavy,US7059564B2,4,2018
3033,"TheUnitedStatesofAmerica,asRepresentedbytheSecretaryoftheNavy",US7066430B2,1,2018
3034,AerovelCorporation,US7066430B2,1,2011
3035,"INSITU,INC.",US7175135B2,1,2018
3036,"AdvancedAerospaceTechnologies,Inc.",US7175135B2,1,2006
3037,"FordGlobalTechnologies,LLC",US7097137B2,1,2019
3038,BRIGHAMYOUNGUNIVERSITY,US3207480A,1,2012
3039,GEAviationSystemsLimited,US10953754B1,1,2019
3040,BellHelicopterTextronInc.,US10953754B1,1,2017
3041,GEAviationSystemsLimited,US10953754B1,1,2015
3042,Alarm.comIncorporated,US10580311B2,4,2021
3043,JayantRatti,US10625858B2,1,2018
3044,DonaldLeeChalker,US10625858B2,1,2020
3045,EyalWirsansky,US10625858B2,1,2020
3046,"KaiserEnterprises,LLC",US10625858B2,1,2019
3047,PanasonicIntellectualPropertyCorporationofAmerica,US10625858B2,1,2018
3048,HoneywellLimited,US7868621B2,1,2019
3049,GEAviationSystemsLimited,US7868621B2,1,2018
3050,"ALTAEROSENERGIES,INC.",US10399704B2,1,2016
3051,"PanasonicIntellectualPropertyManagementCo.,Ltd.",US10399704B2,1,2019
3052,GoodrichCorporation,US10399704B2,1,2017
3053,"VitaInclinataTechnologies,Inc.",US10071804B1,4,2021
3054,"GLOBERIDE,Inc.",US10071804B1,1,2019
3055,FairweatherITLLC,US9650136B1,1,2020
3056,"FordGlobalTechnologies,LLC",US9650136B1,1,2016
3057,BrettEvanPatrick,US9650136B1,1,2018
3058,TheUnitedStatesofAmericaasRepresentedbytheSecretaryoftheArmy,US9650136B1,1,2011
3059,TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheNavy,US9174733B1,4,2020
3060,"RoboticResearch,LLC",US9174733B1,4,2017
3061,"UberTechnologies,Inc.",US9174733B1,1,2018
3062,"AmazonTechnologies,Inc.",US9174733B1,1,2018
3063,"AmazonTechnologies,Inc.",US9174733B1,1,2017
3064,"AmazonTechnologies,Inc.",US9174733B1,1,2016
3065,"VitaInclinataTechnologies,Inc",US9688404B1,4,2020
3066,WingAviationLLC,US9688404B1,1,2019
3067,JoelNathanIfill,US9688404B1,1,2017
3068,HoneywellInternationalInc.,US9688404B1,1,2018
3069,"PRECISIONDRONESERVICESINTELLECTUALPROPERTY,LLC",US9688404B1,1,2018
3070,"AmazonTechnologies,Inc.",US3601342A,1,2017
3071,TheBoeingCompany,US11401053B2,1,2018
3072,"SPIREGLOBAL,INC.",US11401053B2,1,2015
3073,"BusekCompany,Inc.",US11401053B2,1,2010
3074,MOMENTUSINC.,US2017-0210493A1,4,2020
3075,THALES,US2017-0210493A1,1,2016
3076,"AerojetRocketdyne,Inc.",US7579780B2,1,2015
3077,TheBoeingCompany,US6031334A,1,2018
3078,TheBoeingCompany,US6031334A,1,2017
3079,TheBoeingCompany,US11396389B2,1,2016
3080,NATIONALUNIVERSITYOFDEFENSETECHNOLOGY,US10370124B2,4,2022
3081,"RocketLabUSA,Inc.",US10370124B2,1,2018
3082,TheBoeingCompany,US10017279B2,1,2019
3083,GeneralElectricCompany,US10822103B2,4,2020
3084,GeneralElectricCompany,US10822103B2,1,2018
3085,ROLLS-ROYCEplc,US10822103B2,1,2019
3086,RaytheonTechnologiesCorporation,US11230385B2,4,2019
3087,ROLLS-ROYCEplc,US11230385B2,1,2020
3088,HONEYWELLINTERNATIONALINC.,US10167783B2,1,2019
3089,PRATT&WHITNEYCANADACORP.,US10167783B2,1,2018
3090,RaytheonTechnologiesCorporation,US4541237A,4,2020
3091,GulfstreamAerospaceCorporation,US4541237A,1,2019
3092,UnitedTechnologiesCorporation,US4541237A,1,2019
3093,AirbusHelicopters,US4541237A,1,2019
3094,HoneywellInternationalInc.,US7633430B1,1,2019
3095,HONEYWELLINTERNATIONALINC.,US7394723B2,1,2017
3096,"AmazonTechnologies,Inc.",US10410291B1,4,2019
3097,"UberTechnologies,Inc.",US10395332B1,1,2020
3098,"FLIRDETECTION,INC.",US9563201B1,1,2019
3099,TheBoeingCompany,US10556703B1,1,2017
3100,"NTTDOCOMO,INC.",US9460629B2,1,2018
3101,AirbusDefenceandSpaceGmbH,US9460629B2,1,2016
3102,HONEYWELLINTERNATIONALINC.,US9759132B2,1,2019
3103,GeneralElectricCompany,US9759132B2,1,2018
3104,"WilliamsInternationalCo.,L.L.C.",US9759132B2,1,2011
3105,THEBOEINGCOMPANY,US10665114B2,4,2019
3106,FuelMatrixLtd,US10665114B2,1,2018
3107,RaytheonTechnologiesCorporation,US9957830B2,1,2020
3108,UNITEDTECHNOLOGIESCORPORATION,US9957830B2,1,2018
3109,GeneralElectricCompany,US9957830B2,1,2017
3110,"BETAAIR,LLC",US2014-0018980A1,4,2021
3111,EatonIntelligentPowerLimited,US8794969B2,1,2015
3112,TheBoeingCompany,US8566000B2,1,2019
3113,PRATT&WHITNEYCANADACORP.,US8566000B2,1,2020
3114,GEAvioS.r.l.,US8566000B2,2,2018
3115,HONEYWELLINTERNATIONALINC.,US8566000B2,1,2018
3116,GEAVIOSRL,US8566000B2,1,2018
3117,PRATT&WHITNEYCANADACORP.,US8566000B2,2,2017
3118,UnitedTechnologiesCorporation,US8566000B2,1,2016
3119,EUROCOPTER,US8566000B2,1,2013
3120,ISRAELAEROSPACEINDUSTRIESLTD.,US8504175B2,1,2016
3121,RAYTHEONTECHNOLOGIESCORPORATION,US8306791B2,4,2017
3122,HamiltonSundstrandCorporation,US8016232B2,2,2019
3123,HAMILTONSUNDSTRANDCORPORATION,US8016232B2,2,2018
3124,UnitedTechnologiesCorporation,US8016232B2,1,2018
3125,"B/EAerospace,Inc.",US8016232B2,1,2012
3126,AIRBUSHELICOPTERS,US9355571B2,1,2019
3127,SikorskyAircraftCorporation,US9355571B2,1,2016
3128,SikorskyAircraftCorporation,US9355571B2,1,2011
3129,UnitedStatesofAmericaasRepresentedbytheAdministratorofNASA,US7925393B2,4,2018
3130,BellHelicopterTextronInc.,US4947334A,1,2018
3131,SIKORSKYAIRCRAFTCORPORATION,US4947334A,1,2015
3132,IOANNISMICROS,US10333701B2,1,2014
3133,"BETAAIR,LLC",US11241975B2,4,2021
3134,SAFRANLANDINGSYSTEMS,US9821905B2,3,2019
3135,GOODRICHCORPORATION,US9809302B2,1,2019
3136,HoneywellInternationalInc.,US9849972B2,1,2017
3137,IsraelAerospaceIndustriesLtd.,US9849972B2,1,2009
3138,AirbusS.A.S.,US9849972B2,1,2009
3139,AirbusOperationsGmbH,US9849972B2,1,2009
3140,GOODRICHCORPORATION,US2013-0112805A1,1,2019
3141,SikorskyAircraftCorporation,US8727274B2,1,2016
3142,EmbraerS.A.,US8123163B2,1,2017
3143,MarioGaia,US8123163B2,1,2010
3144,"AviationSafetyTechnologies,LLC",US8123163B2,1,2013
3145,AleniaAeronauticaS.p.A.,US8123163B2,1,2011
3146,SIKORSKYAIRCRAFTCORPORATION,US8136759B2,1,2017
3147,HamiltonSundstrandCorporation,US8136759B2,1,2016
3148,SimonGoodburn,US8136759B2,1,2011
3149,GlenChisholm,US8136759B2,1,2011
3150,SamNell,US8136759B2,1,2011
3151,InternationalBusinessMachinesCorporation,US10392109B2,4,2020
3152,AIRBUSOPERATIONSLIMITED,US8262025B2,1,2019
3153,THEBOEINGCOMPANY,US8286911B2,4,2018
3154,AirbusOperationsLimited,US8286911B2,1,2005
3155,AIRBUSOPERATIONSGMBH,US8328142B2,1,2013
3156,"DIMER,LLC",US7523692B1,4,2020
3157,ISRAELAEROSPACEINDUSTRIESLTD.,US7028947B2,1,2018
3158,ISRAELAEROSPACEINDUSTRIESLTD.,US7028947B2,2,2019
3159,BernardFryshman,US7028947B2,1,2018
3160,Alarm.comIncorporated,US9193458B2,4,2018
3161,"AUTELROBOTICSCO.,LTD.",US9193458B2,1,2020
3162,"AUTELROBOTICSCO.,LTD.",US9193458B2,4,2019
3163,DavidI.Luther,US9193458B2,1,2011
3164,RosemountAerospaceInc.,US7495600B2,1,2017
3165,HarrisCorporation,US6658349B2,1,2017
3166,AuroraFlightSciencesCorporation,WOWO2007-086055A1,1,2018
3167,AurorFlightSciencesCorporation,WOWO2007-086055A1,1,2016
3168,"AEROVIRONMENT,INC.",US11022408B2,4,2018
3169,SHENZHENINSTITUTEOFINFORMATIONTECHNOLOGY,US11192646B2,4,2018
3170,"MOTOROLASOLUTIONS,INC.",US11192646B2,1,2016
3171,"AmazonTechnologies,Inc.",US11279481B2,4,2019
3172,CoretronicIntelligentRoboticsCorporation,US11279481B2,2,2019
3173,PLATYPUSIPL.L.C.,US10061318B2,1,2019
3174,"PanasonicIntellectualPropertyManagementCo.,Ltd.",US10061318B2,1,2017
3175,HexTechnologyLimited,US9957045B1,4,2020
3176,"AmazonTechnologies,Inc.",US2019-0066032A1,4,2020
3177,GoertekInc.,US10507916B2,1,2018
3178,"AmericanRobotics,Inc.",US10647427B2,1,2019
3179,Alarm.comIncorporated,US10228695B2,1,2018
3180,DennisBragg,US9973261B1,4,2019
3181,SheliaBragg,US9973261B1,4,2019
3182,"AT&TIntellectualPropertyI,L.P.",US9973261B1,1,2016
3183,PedroArango,US9973261B1,1,2018
3184,ItaiRAZ,US2018-0233009A1,1,2020
3185,NORTHROPGRUMMANSYSTEMSCORPORATION,US2017-0059692A1,4,2018
3186,"MOTOROLASOLUTIONS,INC",US2017-0059692A1,1,2020
3187,OPENWORKSENGINEERINGLTD,US2017-0059692A1,1,2016
3188,"MOTOROLASOLUTIONS,INC",US2017-0059692A1,1,2016
3189,"AEROVIRONMENT,INC.",US10266265B2,4,2021
3190,InternationalBusinessMachinesCorporation,US10266265B2,1,2019
3191,Deere&Company,US10266265B2,2,2018
3192,Deere&Company,US10266265B2,1,2017
3193,IainMatthewRussell,US10266265B2,1,2018
3194,PULSEAEROSPACELLC,US10266265B2,1,2016
3195,InternationalBusinessMachinesCorporation,US10266265B2,1,2017
3196,Alarm.comIncorporated,US10633115B2,4,2020
3197,"NeoexSystems,Inc.",US10633115B2,4,2021
3198,BellTextronInc.,US10633115B2,4,2020
3199,"NeoexSystems,Inc.",US10633115B2,1,2020
3200,BellHelicopterTextronInc.,US10633115B2,1,2018
3201,"OceaneeringInternational,Inc.",US10633115B2,1,2018
3202,IntelCorporation,US10633115B2,1,2017
3203,LGELECTRONICSINC.,US10155587B1,1,2019
3204,"UnitedTacticalSystems,LLC",US10155587B1,1,2018
3205,InternationalElectronicMachinesCorp.,US10075807B2,1,2019
3206,PANASONICINTELLECTUALPROPERTYCORPORATIONOFAMERICA,US9739870B1,1,2020
3207,UnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce,US9527604B2,4,2019
3208,ARSELECTRONICALINZGMBH&COKG,US9335764B2,1,2018
3209,Deere&Company,US9335764B2,1,2017
3210,AirbusDefenceandSpaceS.A.,US9335764B2,1,2017
3211,WingAviationLLC,US9551990B2,4,2020
3212,"HangzhouZeroZeroTechnologyCo.,Ltd.",US9459620B1,1,2019
3213,"CapitalOneServices,LLC",US9459620B1,1,2018
3214,"MicrosoftTechnologyLicensing,LLC",US9459620B1,1,2019
3215,WingAviationLLC,US9346547B2,3,2019
3216,"WalmartApollo,LLC",US9346547B2,1,2018
3217,XDevelopmentLLC,US9346547B2,1,2018
3218,"AmazonTechnologies,Inc.",US9346547B2,2,2015
3219,EltaSystemsLtd.,US9085362B1,1,2019
3220,LockheedMartinCorporation,US9085362B1,1,2015
3221,TheBoeingCompany,US11597515B2,1,2018
3222,AUTOFLIGHTXINTERNATIONALLIMITED,US11597515B2,1,2018
3223,"NXPAeronauticsResearch,LLC",US10418853B2,4,2022
3224,TheBoeingCompany,US10418853B2,1,2018
3225,IainMatthewRussell,US10418853B2,2,2018
3226,"Karman,Inc.",US10418853B2,1,2018
3227,TheBoeingCompany,US11255216B2,4,2019
3228,ROLLS-ROYCEPLC,US10308365B2,4,2018
3229,ROLLS-ROYCEplc,US10308365B2,4,2018
3230,PRATT&WHITNEYCANADACORP.,US10308365B2,1,2018
3231,StephenThomasNewton,US9143023B1,1,2017
3232,"StephenThomasNewton,II",US9143023B1,1,2017
3233,HamiltonSundstrandCorporation,US8365510B2,1,2018
3234,HamiltonSundstrandCorporation,US7952244B2,1,2019
3235,SiemensAktiengesellschaft,US7952244B2,1,2017
3236,"DuxionMotors,Inc.",US7973421B2,4,2021
3237,DushanKandasamy,US11667372B2,1,2019
3238,KOREAAEROSPACERESEARCHINSTITUTE,US11370557B2,1,2017
3239,GEAviationSystemsLLC,US10850841B2,1,2018
3240,HamiltonSundstrandCorporation,US10752376B2,1,2019
3241,TheBoeingCompany,US10752376B2,1,2017
3242,SaudiArabianOilCompany,US10669042B2,4,2020
3243,GOODRICHLIGHTINGSYSTEMSGMBH,US10669042B2,1,2019
3244,"MicrojetTechnologyCo.,Ltd.",US10669042B2,1,2020
3245,"AmazonTechnologies,Inc.",US10669042B2,1,2017
3246,"HondaMotorCo.,Ltd.",US7857254B2,1,2019
3247,"SZDJITECHNOLOGYCO.,LTD.",US7857254B2,1,2018
3248,HoneywellInternationalInc.,US7857254B2,1,2010
3249,HamiltonSundstrandCorporation,US7746240B2,1,2017
3250,AstronicsAdvancedElectronicSystemsCorp.,US7746240B2,1,2018
3251,AshokK.Vij,US7746240B2,1,2010
3252,Opti-LogicCorporation,US9499265B2,4,2020
3253,"ToyotaMotorEngineering&ManufacturingNorthAmerica,Inc.",US9499265B2,1,2019
3254,"FordGlobalTechnologies,LLC",US9499265B2,1,2019
3255,"MITSUBISHIHEAVYINDUSTRIES,LTD.",US9499265B2,1,2016
3256,Alarm.comIncorporated,US8350526B2,4,2019
3257,OLIVERCRISPINROBOTICSLIMITED,US8350526B2,4,2019
3258,SaudiArabianOilCompany,US2021-0070438A1,4,2019
3259,KingAbdullahUniversityOfScienceAndTechnology,US2021-0070438A1,4,2019
